year,nace_code,sector_name,new_companies,prev_year_count,yoy_growth,growth_category
2009,49410,Other Service Activities,286,356,-19.66,Decline
2009,45250,Transportation and Storage,3,1,200.0,Growth
2009,43990,"Water Supply; Sewerage, Waste Management and Remediation Activities",758,913,-16.98,Decline
2009,43999,"Water Supply; Sewerage, Waste Management and Remediation Activities",675,812,-16.87,Decline
2009,74879,Activities of Extraterrestrial Organizations And Bodies,1,1,0.0,Stable
2009,90032,Activities of Extraterrestrial Organizations And Bodies,126,144,-12.5,Decline
2009,42919,Manufacturing,10,6,66.67,Growth
2009,39000,"Arts, Sports and Recreation",14,14,0.0,Stable
2009,51190,Manufacturing,1,2,-50.0,Decline
2009,46190,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",456,425,7.29,Growth
2009,93291,Manufacturing,26,35,-25.71,Decline
2009,93211,Manufacturing,19,30,-36.67,Decline
2009,77221,"Professional, Scientific and Technical Activities",33,34,-2.94,Decline
2009,77291,"Professional, Scientific and Technical Activities",33,32,3.13,Growth
2009,70201,"Agriculture, Forestry and Fishing",1,124,-99.19,Decline
2009,85203,Transportation and Storage,1,,,New Sector
2009,79901,Activities of Extraterrestrial Organizations And Bodies,59,46,28.26,Growth
2009,91020,Manufacturing,6,9,-33.33,Decline
2009,90312,"Agriculture, Forestry and Fishing",31,41,-24.39,Decline
2009,90042,Activities of Extraterrestrial Organizations And Bodies,31,41,-24.39,Decline
2009,11010,Manufacturing,6,4,50.0,Growth
2009,11040,Manufacturing,3,2,50.0,Growth
2009,47251,"Professional, Scientific and Technical Activities",83,71,16.9,Growth
2009,18120,Administrative and Support Service Activities,53,55,-3.64,Decline
2009,77223,"Professional, Scientific and Technical Activities",33,31,6.45,Growth
2009,68321,Activities of Extraterrestrial Organizations And Bodies,171,180,-5.0,Decline
2009,77293,"Professional, Scientific and Technical Activities",33,31,6.45,Growth
2009,68322,Activities of Extraterrestrial Organizations And Bodies,183,207,-11.59,Decline
2009,47521,"Professional, Scientific and Technical Activities",101,103,-1.94,Decline
2009,46130,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",119,132,-9.85,Decline
2009,47761,Administrative and Support Service Activities,185,191,-3.14,Decline
2009,47621,Activities of Extraterrestrial Organizations And Bodies,116,108,7.41,Growth
2009,88919,Activities of Extraterrestrial Organizations And Bodies,6,3,100.0,Growth
2009,47620,Activities of Extraterrestrial Organizations And Bodies,116,108,7.41,Growth
2009,47120,"Professional, Scientific and Technical Activities",308,294,4.76,Growth
2009,46180,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",304,311,-2.25,Decline
2009,47191,"Professional, Scientific and Technical Activities",28,28,0.0,Stable
2009,47786,Administrative and Support Service Activities,220,189,16.4,Growth
2009,99000,"Arts, Sports and Recreation",9,6,50.0,Growth
2009,56210,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",367,372,-1.34,Decline
2009,46170,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",79,74,6.76,Growth
2009,74401,Activities of Extraterrestrial Organizations And Bodies,2,1,100.0,Growth
2009,90393,"Agriculture, Forestry and Fishing",99,132,-25.0,Decline
2009,90023,Activities of Extraterrestrial Organizations And Bodies,98,131,-25.19,Decline
2009,85510,Accommodation and Food Service Activities,210,201,4.48,Growth
2009,90311,"Agriculture, Forestry and Fishing",25,32,-21.88,Decline
2009,47252,"Professional, Scientific and Technical Activities",157,137,14.6,Growth
2009,79120,"Arts, Sports and Recreation",27,27,0.0,Stable
2009,90041,Activities of Extraterrestrial Organizations And Bodies,25,32,-21.88,Decline
2009,93199,Manufacturing,239,244,-2.05,Decline
2009,1471,Manufacturing,21,26,-19.23,Decline
2009,47650,Activities of Extraterrestrial Organizations And Bodies,61,51,19.61,Growth
2009,61900,Manufacturing,61,65,-6.15,Decline
2009,42211,Manufacturing,24,15,60.0,Growth
2009,81300,Manufacturing,797,818,-2.57,Decline
2009,43410,Activities of Extraterrestrial Organizations And Bodies,342,391,-12.53,Decline
2009,43910,"Water Supply; Sewerage, Waste Management and Remediation Activities",810,757,7.0,Growth
2009,88994,Activities of Extraterrestrial Organizations And Bodies,12,16,-25.0,Decline
2009,47742,Administrative and Support Service Activities,60,55,9.09,Growth
2009,77394,"Professional, Scientific and Technical Activities",6,7,-14.29,Decline
2009,47789,Administrative and Support Service Activities,348,289,20.42,Growth
2009,47782,Administrative and Support Service Activities,60,55,9.09,Growth
2009,78200,Administrative and Support Service Activities,42,56,-25.0,Decline
2009,78300,Activities of Extraterrestrial Organizations And Bodies,31,45,-31.11,Decline
2009,78100,Administrative and Support Service Activities,94,105,-10.48,Decline
2009,94991,Transportation and Storage,11,10,10.0,Growth
2009,85593,Accommodation and Food Service Activities,37,37,0.0,Stable
2009,55209,Transportation and Storage,63,48,31.25,Growth
2009,93210,Manufacturing,4,5,-20.0,Decline
2009,55202,Transportation and Storage,4,2,100.0,Growth
2009,55900,"Publishing, Broadcasting, Content Production, Distribution Activities",11,10,10.0,Growth
2009,93212,Manufacturing,4,5,-20.0,Decline
2009,55301,Transportation and Storage,1,1,0.0,Stable
2009,55100,Transportation and Storage,74,85,-12.94,Decline
2009,72200,Manufacturing,23,33,-30.3,Decline
2009,85592,Accommodation and Food Service Activities,156,158,-1.27,Decline
2009,91220,Manufacturing,8,10,-20.0,Decline
2009,91030,Manufacturing,8,10,-20.0,Decline
2009,1300,Manufacturing,5,2,150.0,Growth
2009,85401,Activities of Extraterrestrial Organizations And Bodies,3,4,-25.0,Decline
2009,85402,Activities of Extraterrestrial Organizations And Bodies,2,2,0.0,Stable
2009,85421,Activities of Extraterrestrial Organizations And Bodies,3,4,-25.0,Decline
2009,85422,Activities of Extraterrestrial Organizations And Bodies,2,2,0.0,Stable
2009,80424,Activities of Extraterrestrial Organizations And Bodies,2,258,-99.22,Decline
2009,72109,Manufacturing,64,66,-3.03,Decline
2009,72190,Manufacturing,62,66,-6.06,Decline
2009,91120,Manufacturing,2,2,0.0,Stable
2009,94120,Construction,28,30,-6.67,Decline
2009,10850,Mining and Quarrying,32,20,60.0,Growth
2009,74855,Activities of Extraterrestrial Organizations And Bodies,1,107,-99.07,Decline
2009,75000,Transportation and Storage,96,117,-17.95,Decline
2009,1110,Manufacturing,172,195,-11.79,Decline
2009,47716,Administrative and Support Service Activities,276,259,6.56,Growth
2009,1130,Manufacturing,109,130,-16.15,Decline
2009,47793,Administrative and Support Service Activities,45,61,-26.23,Decline
2009,47792,Administrative and Support Service Activities,22,14,57.14,Growth
2009,96102,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",46,37,24.32,Growth
2009,96012,"Publishing, Broadcasting, Content Production, Distribution Activities",48,38,26.32,Growth
2009,77224,"Professional, Scientific and Technical Activities",11,11,0.0,Stable
2009,81210,Manufacturing,245,262,-6.49,Decline
2009,77294,"Professional, Scientific and Technical Activities",11,11,0.0,Stable
2009,43995,"Water Supply; Sewerage, Waste Management and Remediation Activities",100,123,-18.7,Decline
2009,68202,Administrative and Support Service Activities,25,20,25.0,Growth
2009,87992,Administrative and Support Service Activities,3,3,0.0,Stable
2009,87902,Administrative and Support Service Activities,3,3,0.0,Stable
2009,49320,"Arts, Sports and Recreation",148,130,13.85,Growth
2009,43341,Manufacturing,245,269,-8.92,Decline
2009,43333,Manufacturing,125,150,-16.67,Decline
2009,49390,"Arts, Sports and Recreation",69,71,-2.82,Decline
2009,47519,"Professional, Scientific and Technical Activities",31,38,-18.42,Decline
2009,88996,Activities of Extraterrestrial Organizations And Bodies,5,8,-37.5,Decline
2009,88102,Administrative and Support Service Activities,1,4,-75.0,Decline
2009,49420,Other Service Activities,30,41,-26.83,Decline
2009,43320,Manufacturing,826,859,-3.84,Decline
2009,43221,Manufacturing,391,419,-6.68,Decline
2009,88912,Activities of Extraterrestrial Organizations And Bodies,4,5,-20.0,Decline
2009,95290,Transportation and Storage,147,152,-3.29,Decline
2009,63920,"Water Supply; Sewerage, Waste Management and Remediation Activities",271,228,18.86,Growth
2009,63990,"Water Supply; Sewerage, Waste Management and Remediation Activities",268,226,18.58,Growth
2009,47712,Administrative and Support Service Activities,45,58,-22.41,Decline
2009,47511,"Professional, Scientific and Technical Activities",17,22,-22.73,Decline
2009,47711,Administrative and Support Service Activities,75,84,-10.71,Decline
2009,47210,"Professional, Scientific and Technical Activities",205,181,13.26,Growth
2009,70100,"Agriculture, Forestry and Fishing",233,265,-12.08,Decline
2009,62100,Manufacturing,537,637,-15.7,Decline
2009,62200,Manufacturing,1071,1217,-12.0,Decline
2009,62020,Manufacturing,1026,1182,-13.2,Decline
2009,62010,Manufacturing,536,635,-15.59,Decline
2009,90022,Activities of Extraterrestrial Organizations And Bodies,29,47,-38.3,Decline
2009,38320,Activities of Extraterrestrial Organizations And Bodies,1,3,-66.67,Decline
2009,38222,Administrative and Support Service Activities,1,3,-66.67,Decline
2009,86109,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",10,9,11.11,Growth
2009,53100,Manufacturing,34,28,21.43,Growth
2009,74201,Construction,235,254,-7.48,Decline
2009,45310,Transportation and Storage,63,61,3.28,Growth
2009,28300,Activities of Extraterrestrial Organizations And Bodies,13,9,44.44,Growth
2009,71111,Manufacturing,552,636,-13.21,Decline
2009,42220,Manufacturing,63,78,-19.23,Decline
2009,25210,Transportation and Storage,7,12,-41.67,Decline
2009,43211,Manufacturing,776,838,-7.4,Decline
2009,25300,Transportation and Storage,6,9,-33.33,Decline
2009,47110,"Professional, Scientific and Technical Activities",267,281,-4.98,Decline
2009,47112,"Professional, Scientific and Technical Activities",181,195,-7.18,Decline
2009,63100,Manufacturing,358,406,-11.82,Decline
2009,63110,Manufacturing,358,406,-11.82,Decline
2009,84309,Construction,3,1,200.0,Growth
2009,46900,"Professional, Scientific and Technical Activities",80,73,9.59,Growth
2009,60200,"Agriculture, Forestry and Fishing",8,7,14.29,Growth
2009,60100,"Agriculture, Forestry and Fishing",9,10,-10.0,Decline
2009,92000,Manufacturing,52,46,13.04,Growth
2009,74700,Wholesale and Retail Trade,2,1,100.0,Growth
2009,81230,Manufacturing,121,97,24.74,Growth
2009,81290,Manufacturing,121,97,24.74,Growth
2009,62030,Manufacturing,168,168,0.0,Stable
2009,85699,Accommodation and Food Service Activities,66,85,-22.35,Decline
2009,85609,Accommodation and Food Service Activities,66,85,-22.35,Decline
2009,64929,Transportation and Storage,9,4,125.0,Growth
2009,72100,Manufacturing,1,847,-99.88,Decline
2009,62900,Manufacturing,454,542,-16.24,Decline
2009,62090,Manufacturing,452,542,-16.61,Decline
2009,69103,"Arts, Sports and Recreation",33,18,83.33,Growth
2009,49310,"Arts, Sports and Recreation",23,22,4.55,Growth
2009,95312,Transportation and Storage,49,62,-20.97,Decline
2009,45202,Transportation and Storage,48,62,-22.58,Decline
2009,66110,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",3,6,-50.0,Decline
2009,84210,Construction,2,1,100.0,Growth
2009,55522,Accommodation and Food Service Activities,2,2,0.0,Stable
2009,96301,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",26,15,73.33,Growth
2009,96031,"Publishing, Broadcasting, Content Production, Distribution Activities",26,15,73.33,Growth
2009,86104,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",2,1,100.0,Growth
2009,87203,"Professional, Scientific and Technical Activities",2,1,100.0,Growth
2009,87209,"Professional, Scientific and Technical Activities",2,2,0.0,Stable
2009,80422,Activities of Extraterrestrial Organizations And Bodies,1,11,-90.91,Decline
2009,85520,Accommodation and Food Service Activities,55,61,-9.84,Decline
2009,90120,"Agriculture, Forestry and Fishing",129,144,-10.42,Decline
2009,86103,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",2,1,100.0,Growth
2009,69201,"Arts, Sports and Recreation",360,384,-6.25,Decline
2009,69202,"Arts, Sports and Recreation",274,301,-8.97,Decline
2009,94994,Transportation and Storage,14,15,-6.67,Decline
2009,1610,Manufacturing,283,305,-7.21,Decline
2009,1410,Manufacturing,109,121,-9.92,Decline
2009,51210,Manufacturing,9,13,-30.77,Decline
2009,46319,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",47,40,17.5,Growth
2009,46220,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",46,48,-4.17,Decline
2009,47730,Administrative and Support Service Activities,134,122,9.84,Growth
2009,84239,Construction,2,2,0.0,Stable
2009,85314,Transportation and Storage,2,1,100.0,Growth
2009,69102,"Arts, Sports and Recreation",54,56,-3.57,Decline
2009,91011,Manufacturing,11,9,22.22,Growth
2009,22120,Manufacturing,2,4,-50.0,Decline
2009,58120,Administrative and Support Service Activities,10,9,11.11,Growth
2009,58130,Administrative and Support Service Activities,32,23,39.13,Growth
2009,71408,Manufacturing,1,1,0.0,Stable
2009,46322,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",15,11,36.36,Growth
2009,74999,Transportation and Storage,216,167,29.34,Growth
2009,74909,Transportation and Storage,212,165,28.48,Growth
2009,58140,Administrative and Support Service Activities,28,19,47.37,Growth
2009,55203,Transportation and Storage,66,81,-18.52,Decline
2009,28110,Administrative and Support Service Activities,2,3,-33.33,Decline
2009,45112,Transportation and Storage,58,72,-19.44,Decline
2009,45111,Transportation and Storage,87,117,-25.64,Decline
2009,43110,Manufacturing,101,180,-43.89,Decline
2009,43120,Manufacturing,488,471,3.61,Growth
2009,25110,Transportation and Storage,156,176,-11.36,Decline
2009,20590,Mining and Quarrying,9,10,-10.0,Decline
2009,46620,Financial and Insurance Activities,26,29,-10.34,Decline
2009,46720,Activities of Extraterrestrial Organizations And Bodies,87,91,-4.4,Decline
2009,23610,"Water Supply; Sewerage, Waste Management and Remediation Activities",15,13,15.38,Growth
2009,46831,Real Estate Activities,100,114,-12.28,Decline
2009,46731,Activities of Extraterrestrial Organizations And Bodies,99,113,-12.39,Decline
2009,43222,Manufacturing,520,526,-1.14,Decline
2009,43310,Manufacturing,237,239,-0.84,Decline
2009,16110,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",30,20,50.0,Growth
2009,47524,"Professional, Scientific and Technical Activities",12,12,0.0,Stable
2009,16100,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",30,20,50.0,Growth
2009,46842,Real Estate Activities,30,40,-25.0,Decline
2009,46841,Real Estate Activities,24,24,0.0,Stable
2009,46742,Activities of Extraterrestrial Organizations And Bodies,30,40,-25.0,Decline
2009,46741,Activities of Extraterrestrial Organizations And Bodies,23,23,0.0,Stable
2009,52250,Manufacturing,134,133,0.75,Growth
2009,46341,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",52,47,10.64,Growth
2009,71100,Manufacturing,1,52,-98.08,Decline
2009,46820,Real Estate Activities,26,34,-23.53,Decline
2009,64921,Transportation and Storage,4,8,-50.0,Decline
2009,46349,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",66,56,17.86,Growth
2009,46431,Financial and Insurance Activities,45,50,-10.0,Decline
2009,50200,"Agriculture, Forestry and Fishing",13,6,116.67,Growth
2009,47811,Administrative and Support Service Activities,320,367,-12.81,Decline
2009,95311,Transportation and Storage,243,266,-8.65,Decline
2009,45201,Transportation and Storage,241,266,-9.4,Decline
2009,45113,Transportation and Storage,319,362,-11.88,Decline
2009,81220,Manufacturing,499,413,20.82,Growth
2009,79110,"Arts, Sports and Recreation",48,47,2.13,Growth
2009,46321,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",23,16,43.75,Growth
2009,10820,Mining and Quarrying,25,30,-16.67,Decline
2009,31001,Manufacturing,35,47,-25.53,Decline
2009,25510,Accommodation and Food Service Activities,41,52,-21.15,Decline
2009,43240,Manufacturing,349,331,5.44,Growth
2009,31010,Manufacturing,35,46,-23.91,Decline
2009,43299,Manufacturing,348,330,5.45,Growth
2009,25610,Accommodation and Food Service Activities,42,52,-19.23,Decline
2009,46450,Financial and Insurance Activities,50,42,19.05,Growth
2009,46412,Financial and Insurance Activities,11,15,-26.67,Decline
2009,46496,Financial and Insurance Activities,23,24,-4.17,Decline
2009,86230,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",164,187,-12.3,Decline
2009,66199,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",71,84,-15.48,Decline
2009,46331,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",18,10,80.0,Growth
2009,52623,Manufacturing,2,86,-97.67,Decline
2009,47890,Administrative and Support Service Activities,170,104,63.46,Growth
2009,52290,Manufacturing,132,131,0.76,Growth
2009,50400,Activities of Extraterrestrial Organizations And Bodies,21,35,-40.0,Decline
2009,41002,Manufacturing,59,72,-18.06,Decline
2009,41202,Manufacturing,58,72,-19.44,Decline
2009,11020,Manufacturing,4,10,-60.0,Decline
2009,77120,"Professional, Scientific and Technical Activities",51,53,-3.77,Decline
2009,46441,Financial and Insurance Activities,9,4,125.0,Growth
2009,52442,Manufacturing,1,158,-99.37,Decline
2009,47553,"Professional, Scientific and Technical Activities",46,39,17.95,Growth
2009,47593,"Professional, Scientific and Technical Activities",46,39,17.95,Growth
2009,28150,Administrative and Support Service Activities,5,3,66.67,Growth
2009,28120,Administrative and Support Service Activities,5,6,-16.67,Decline
2009,43343,Manufacturing,84,87,-3.45,Decline
2009,1191,Manufacturing,28,34,-17.65,Decline
2009,10720,Mining and Quarrying,21,26,-19.23,Decline
2009,10711,Mining and Quarrying,11,14,-21.43,Decline
2009,25120,Transportation and Storage,52,64,-18.75,Decline
2009,24200,Construction,9,10,-10.0,Decline
2009,45421,Activities of Extraterrestrial Organizations And Bodies,2,2,0.0,Stable
2009,1220,Manufacturing,2,3,-33.33,Decline
2009,1430,Manufacturing,81,116,-30.17,Decline
2009,47300,"Professional, Scientific and Technical Activities",42,57,-26.32,Decline
2009,66220,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",115,131,-12.21,Decline
2009,74142,Construction,5,2,150.0,Growth
2009,28220,Administrative and Support Service Activities,9,6,50.0,Growth
2009,20101,"Agriculture, Forestry and Fishing",1,13,-92.31,Decline
2009,25639,Accommodation and Food Service Activities,7,8,-12.5,Decline
2009,25739,Activities of Extraterrestrial Organizations And Bodies,7,8,-12.5,Decline
2009,32123,Manufacturing,43,31,38.71,Growth
2009,1199,Manufacturing,33,27,22.22,Growth
2009,47552,"Professional, Scientific and Technical Activities",46,55,-16.36,Decline
2009,47540,"Professional, Scientific and Technical Activities",86,85,1.18,Growth
2009,47592,"Professional, Scientific and Technical Activities",46,55,-16.36,Decline
2009,68312,Activities of Extraterrestrial Organizations And Bodies,125,133,-6.02,Decline
2009,27510,"Professional, Scientific and Technical Activities",2,7,-71.43,Decline
2009,23150,Manufacturing,4,3,33.33,Growth
2009,23190,Manufacturing,4,3,33.33,Growth
2009,32500,Manufacturing,32,27,18.52,Growth
2009,46649,Financial and Insurance Activities,69,79,-12.66,Decline
2009,46699,Financial and Insurance Activities,69,79,-12.66,Decline
2009,25402,Activities of Extraterrestrial Organizations And Bodies,12,10,20.0,Growth
2009,25401,Activities of Extraterrestrial Organizations And Bodies,52,54,-3.7,Decline
2009,25502,Accommodation and Food Service Activities,12,10,20.0,Growth
2009,25501,Accommodation and Food Service Activities,52,54,-3.7,Decline
2009,23120,Manufacturing,4,2,100.0,Growth
2009,26120,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",2,2,0.0,Stable
2009,74140,Construction,134,100,34.0,Growth
2009,74109,Construction,80,60,33.33,Growth
2009,24100,Construction,4,3,33.33,Growth
2009,52249,Manufacturing,28,32,-12.5,Decline
2009,45431,Activities of Extraterrestrial Organizations And Bodies,2,180,-98.89,Decline
2009,43331,Manufacturing,225,249,-9.64,Decline
2009,73300,Manufacturing,857,788,8.76,Growth
2009,70210,"Agriculture, Forestry and Fishing",853,784,8.8,Growth
2009,47713,Administrative and Support Service Activities,36,39,-7.69,Decline
2009,46423,Financial and Insurance Activities,64,67,-4.48,Decline
2009,47512,"Professional, Scientific and Technical Activities",41,46,-10.87,Decline
2009,25930,"Publishing, Broadcasting, Content Production, Distribution Activities",3,2,50.0,Growth
2009,23630,"Water Supply; Sewerage, Waste Management and Remediation Activities",7,6,16.67,Growth
2009,28299,Administrative and Support Service Activities,9,10,-10.0,Decline
2009,46643,Financial and Insurance Activities,75,61,22.95,Growth
2009,46693,Financial and Insurance Activities,75,60,25.0,Growth
2009,25530,Accommodation and Food Service Activities,100,166,-39.76,Decline
2009,25620,Accommodation and Food Service Activities,110,179,-38.55,Decline
2009,47820,Administrative and Support Service Activities,209,217,-3.69,Decline
2009,45320,Transportation and Storage,136,140,-2.86,Decline
2009,46641,Financial and Insurance Activities,6,8,-25.0,Decline
2009,46691,Financial and Insurance Activities,6,8,-25.0,Decline
2009,46852,Real Estate Activities,9,10,-10.0,Decline
2009,46752,Activities of Extraterrestrial Organizations And Bodies,9,10,-10.0,Decline
2009,14299,Construction,27,21,28.57,Growth
2009,14199,Construction,27,21,28.57,Growth
2009,22260,Manufacturing,5,18,-72.22,Decline
2009,22210,Manufacturing,4,6,-33.33,Decline
2009,22290,Manufacturing,5,18,-72.22,Decline
2009,21201,Manufacturing,7,9,-22.22,Decline
2009,46499,Financial and Insurance Activities,54,56,-3.57,Decline
2009,46140,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",87,110,-20.91,Decline
2009,28130,Administrative and Support Service Activities,4,2,100.0,Growth
2009,42990,Manufacturing,33,30,10.0,Growth
2009,82190,Manufacturing,107,123,-13.01,Decline
2009,26700,Activities of Extraterrestrial Organizations And Bodies,6,5,20.0,Growth
2009,23700,"Water Supply; Sewerage, Waste Management and Remediation Activities",22,20,10.0,Growth
2009,47551,"Professional, Scientific and Technical Activities",136,135,0.74,Growth
2009,47591,"Professional, Scientific and Technical Activities",134,135,-0.74,Decline
2009,46491,Financial and Insurance Activities,6,6,0.0,Stable
2009,46647,Financial and Insurance Activities,8,11,-27.27,Decline
2009,46697,Financial and Insurance Activities,8,10,-20.0,Decline
2009,1290,Manufacturing,17,15,13.33,Growth
2009,46713,Activities of Extraterrestrial Organizations And Bodies,43,46,-6.52,Decline
2009,47812,Administrative and Support Service Activities,65,44,47.73,Growth
2009,45194,Transportation and Storage,43,46,-6.52,Decline
2009,45193,Transportation and Storage,65,43,51.16,Growth
2009,43230,Manufacturing,533,496,7.46,Growth
2009,43291,Manufacturing,532,495,7.47,Growth
2009,46389,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",63,50,26.0,Growth
2009,10890,Mining and Quarrying,9,19,-52.63,Decline
2009,25999,"Publishing, Broadcasting, Content Production, Distribution Activities",32,40,-20.0,Decline
2009,28210,Administrative and Support Service Activities,6,7,-14.29,Decline
2009,25220,Transportation and Storage,7,8,-12.5,Decline
2009,25290,Transportation and Storage,7,8,-12.5,Decline
2009,46494,Financial and Insurance Activities,14,11,27.27,Growth
2009,46442,Financial and Insurance Activities,28,19,47.37,Growth
2009,31004,Manufacturing,83,95,-12.63,Decline
2009,31091,Manufacturing,82,95,-13.68,Decline
2009,46460,Financial and Insurance Activities,63,57,10.53,Growth
2009,33150,Manufacturing,5,15,-66.67,Decline
2009,23640,"Water Supply; Sewerage, Waste Management and Remediation Activities",1,1,0.0,Stable
2009,20520,Mining and Quarrying,1,2,-50.0,Decline
2009,10130,"Agriculture, Forestry and Fishing",11,8,37.5,Growth
2009,92311,Manufacturing,3,2,50.0,Growth
2009,90201,"Agriculture, Forestry and Fishing",198,249,-20.48,Decline
2009,90011,Activities of Extraterrestrial Organizations And Bodies,196,248,-20.97,Decline
2009,43332,Manufacturing,145,165,-12.12,Decline
2009,43994,"Water Supply; Sewerage, Waste Management and Remediation Activities",524,412,27.18,Growth
2009,46711,Activities of Extraterrestrial Organizations And Bodies,87,116,-25.0,Decline
2009,14240,Construction,5,6,-16.67,Decline
2009,13960,"Water Supply; Sewerage, Waste Management and Remediation Activities",4,6,-33.33,Decline
2009,46712,Activities of Extraterrestrial Organizations And Bodies,33,22,50.0,Growth
2009,45191,Transportation and Storage,33,22,50.0,Growth
2009,22220,Manufacturing,4,6,-33.33,Decline
2009,18140,Administrative and Support Service Activities,14,18,-22.22,Decline
2009,47610,Activities of Extraterrestrial Organizations And Bodies,39,47,-17.02,Decline
2009,22230,Manufacturing,18,19,-5.26,Decline
2009,17120,"Professional, Scientific and Technical Activities",3,1,200.0,Growth
2009,17210,"Professional, Scientific and Technical Activities",8,5,60.0,Growth
2009,18130,Administrative and Support Service Activities,191,219,-12.79,Decline
2009,46610,Financial and Insurance Activities,35,41,-14.63,Decline
2009,95220,Transportation and Storage,52,56,-7.14,Decline
2009,47525,"Professional, Scientific and Technical Activities",27,33,-18.18,Decline
2009,14210,Construction,35,28,25.0,Growth
2009,14130,Construction,35,28,25.0,Growth
2009,71404,Manufacturing,1,8,-87.5,Decline
2009,27110,"Professional, Scientific and Technical Activities",22,17,29.41,Growth
2009,46110,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",29,26,11.54,Growth
2009,46231,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",36,29,24.14,Growth
2009,14230,Construction,2,1,100.0,Growth
2009,46160,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",64,74,-13.51,Decline
2009,14120,Construction,2,1,100.0,Growth
2009,10392,"Agriculture, Forestry and Fishing",7,6,16.67,Growth
2009,13300,Manufacturing,22,17,29.41,Growth
2009,96101,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",10,10,0.0,Stable
2009,96011,"Publishing, Broadcasting, Content Production, Distribution Activities",10,10,0.0,Stable
2009,14220,Construction,4,7,-42.86,Decline
2009,14140,Construction,4,7,-42.86,Decline
2009,10910,Mining and Quarrying,3,10,-70.0,Decline
2009,13100,Manufacturing,6,2,200.0,Growth
2009,10920,Mining and Quarrying,2,2,0.0,Stable
2009,51180,Manufacturing,3,193,-98.45,Decline
2009,71112,Manufacturing,175,169,3.55,Growth
2009,13929,"Water Supply; Sewerage, Waste Management and Remediation Activities",21,26,-19.23,Decline
2009,31002,Manufacturing,54,65,-16.92,Decline
2009,31020,Manufacturing,54,64,-15.63,Decline
2009,52483,Manufacturing,1,146,-99.32,Decline
2009,77310,"Professional, Scientific and Technical Activities",41,52,-21.15,Decline
2009,46421,Financial and Insurance Activities,16,13,23.08,Growth
2009,46630,Financial and Insurance Activities,18,25,-28.0,Decline
2009,14110,Construction,5,4,25.0,Growth
2009,11050,Manufacturing,10,14,-28.57,Decline
2009,11070,Manufacturing,3,2,50.0,Growth
2009,15120,Transportation and Storage,10,6,66.67,Growth
2009,46498,Financial and Insurance Activities,6,6,0.0,Stable
2009,46424,Financial and Insurance Activities,27,25,8.0,Growth
2009,46425,Financial and Insurance Activities,18,19,-5.26,Decline
2009,20411,Activities of Extraterrestrial Organizations And Bodies,2,2,0.0,Stable
2009,95319,Transportation and Storage,92,84,9.52,Growth
2009,45209,Transportation and Storage,92,83,10.84,Growth
2009,20300,"Agriculture, Forestry and Fishing",3,1,200.0,Growth
2009,16230,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",105,104,0.96,Growth
2009,8111,Administrative and Support Service Activities,4,1,300.0,Growth
2009,13930,"Water Supply; Sewerage, Waste Management and Remediation Activities",4,1,300.0,Growth
